ticker,verdict,mos,confidence,alpha_score,explainability,tensions,bull_case,bear_case,key_assumptions,changes_call,note,crosscheck_class,crosscheck_cause
AUROPHARMA,HOLD,0.006643241659714829,high,59.9,Justified,,model sees +1% to blended fair value,thin 9% returns on equity,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
HDFCLIFE,HOLD,0.0014184397163119762,medium,45.8,Justified,,model sees +0% to blended fair value; street consensus +35%,64x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (INSURANCE); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
PGHH,HOLD,-1.545216754946313e-06,medium,63.4,Justified,,returns on equity of 114% evidence a real franchise; trades 33x vs sector-normal 42x; street consensus +24%,model reads the price 0% above fair value,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
IGL,HOLD,-0.0008967597566217815,high,56.5,Justified,,street consensus +29%,model reads the price 0% above fair value,Rests on: sector-derived discount rate (ENERGY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
AXISBANK,HOLD,-0.001982746342273862,high,69.0,Justified,,Alpha Score 69 (multi-factor support); street consensus +19%,model reads the price 0% above fair value,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
KALYANKJIL,HOLD,-0.002258164181456785,high,40.1,Justified,,returns on equity of 21% evidence a real franchise; street consensus +16%,model reads the price 0% above fair value,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
APTUS,HOLD,-0.004170990010624538,high,54.0,Justified,,returns on equity of 19% evidence a real franchise; street consensus +30%,model reads the price 0% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
PITTIENG,HOLD,-0.00698060203872367,medium,50.4,Justified,,street consensus +14%,model reads the price 1% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
GICRE,HOLD,-0.007498589780047212,medium,71.7,Justified,,returns on equity of 15% evidence a real franchise; trades 7x vs sector-normal 24x; Alpha Score 72 (multi-factor support); street consensus +26%,model reads the price 1% above fair value,Rests on: sector-derived discount rate (INSURANCE); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
AJAXENGG,HOLD,-0.01027814922912036,medium,52.3,Justified,,returns on equity of 16% evidence a real franchise; street consensus +38%,model reads the price 1% above fair value,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Method-limited-unchecked,
HERITGFOOD,HOLD,-0.01093660598029277,medium,49.1,Justified,,trades 20x vs sector-normal 28x; street consensus +29%,model reads the price 1% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
APLLTD,HOLD,-0.01299469474227585,medium,51.3,Justified,,street consensus +14%,model reads the price 1% above fair value,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
SHYAMMETL,HOLD,-0.016345275155086957,high,51.3,Justified,,street consensus +6%,model reads the price 2% above fair value; thin 9% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
THELEELA,HOLD,-0.020104255145033573,high,55.4,Justified,,street consensus +14%,model reads the price 2% above fair value; thin 6% returns on equity,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
DCMSHRIRAM,HOLD,-0.022914048380803225,high,47.8,Justified,,trades 19x vs sector-normal 28x,model reads the price 2% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
SKIPPER,HOLD,-0.029154586302177404,medium,54.6,Justified,,—,model reads the price 3% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
FIEMIND,HOLD,-0.02924207013482004,medium,63.7,Justified,,returns on equity of 21% evidence a real franchise; street consensus +24%,model reads the price 3% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
CELLO,HOLD,-0.033509954340205546,medium,52.4,Justified,,street consensus +96%,model reads the price 3% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
NESCO,HOLD,-0.034215624040816434,medium,57.5,Justified,,—,model reads the price 3% above fair value,Rests on: sector-derived discount rate (REALTY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
MRF,HOLD,-0.035983536569946545,high,56.1,Justified,,—,model reads the price 4% above fair value,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SOTL,HOLD,-0.03623626287800991,medium,56.7,Justified,,—,model reads the price 4% above fair value,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
ORKLAINDIA,HOLD,-0.03664814321691579,medium,49.5,Justified,,trades 28x vs sector-normal 42x,model reads the price 4% above fair value,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
HCC,HOLD,-0.03700129220109482,medium,51.4,Justified,,street consensus +35%,model reads the price 4% above fair value; 30x earnings vs sector-normal 15x; thin 8% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
GPIL,HOLD,-0.038524425544171556,high,68.2,Justified,,trades 19x vs sector-normal 32x; Alpha Score 68 (multi-factor support); street consensus +23%,model reads the price 4% above fair value,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
CIPLA,HOLD,-0.04273831221979268,high,56.7,Justified,,—,model reads the price 4% above fair value,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
BHARTIARTL,HOLD,-0.04402282709584087,high,65.7,Justified,,returns on equity of 23% evidence a real franchise; Alpha Score 66 (multi-factor support); street consensus +20%,model reads the price 4% above fair value; 43x earnings vs sector-normal 32x,Rests on: sector-derived discount rate (TELECOM); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
ORIENTCEM,HOLD,-0.049705409895976715,medium,54.0,Justified,,returns on equity of 16% evidence a real franchise; trades 8x vs sector-normal 24x; street consensus +50%,model reads the price 5% above fair value,Rests on: sector-derived discount rate (CEMENT); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
BECTORFOOD,HOLD,-0.053829239674520954,medium,30.7,Justified,,street consensus +24%,model reads the price 5% above fair value,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
